,航班日期,航班号,起飞时间,降落时间,机号,机型,大机型,PF工号,PF机队名称,执飞单位名称,起飞机场三字码,起飞机场四字码,降落机场三字码,降落机场四字码,降落metar报文,降落跑道,年份,降落时间_小时,机场经度,机场纬度,降落机场名称,起飞机场经度,起飞机场纬度,PF技术等级,风险等级
357189,2024-07-24,2813,2024-07-24 18:32:00,2024-07-24 22:58:00,B-32FC,A320-NEO,A320,0x131E,74.0队,F,NKG,ZSNJ,HKT,VTSP,"例行天气报告：普吉岛(VTSP, HKT)机场；北京时间2024-07-24 23:30；290度的风6节(4米/秒)；能见度高于10公里；微量的云，云底高2000英尺(600米)；气温为29℃，露点温度为26℃；修正海压为1007百帕；天气没有明显变化。",27,2024,22.0,98.316902,8.1132,Phuket International Airport,118.865949,31.735032,巡航机长,高风险
358559,2024-07-25,5276,2024-07-26 07:24:00,2024-07-26 09:43:00,B-32CX,A320-NEO,A320,0x132,124.0队,C,INC,ZLIC,SHA,ZSSS,"例行天气报告：虹桥(ZSSS, SHA)机场；北京时间2024-07-26 10:30；140度的风9米/秒，阵风14米/秒；能见度高于10公里；多云，云底高2600英尺(780米)；气温为32℃，露点温度为26℃；修正海压为998百帕；天气没有明显变化。",18L,2024,9.0,121.33426,31.198104,Shanghai Hongqiao International Airport,106.393214,38.322758,机长,低风险
359825,2024-07-24,5031,2024-07-24 22:32:00,2024-07-25 04:14:00,B-32A9,A320-NEO,A320,0x1323,20.0队,J,PKX,ZBAD,SIN,WSSS,"例行天气报告：新加坡(WSSS, SIN)机场；北京时间2024-07-25 05:00；120度的风6节(4米/秒)；能见度高于10公里；微量的云，云底高1800英尺(540米)、多云，云底高30000英尺(9000米)；气温为28℃，露点温度为25℃；修正海压为1007百帕；天气没有明显变化。",20C,2024,4.0,103.994003,1.35019,Singapore Changi Airport,116.41092,39.509945,教员,低风险
362374,2024-07-25,2777,2024-07-25 20:22:00,2024-07-25 21:44:00,B-2411,A320,A320,0x132B,71.0队,F,WUX,ZSWX,CSX,ZGHA,"例行天气报告：长沙(ZGHA, CSX)机场；北京时间2024-07-25 23:00；350度的风6米/秒；天空状况良好；气温为33℃，露点温度为26℃；修正海压为992百帕；天气没有明显变化。",36R,2024,21.0,113.220001,28.189199,Changsha Huanghua International Airport,120.429000854,31.4944000244,巡航机长,低风险
362375,2024-07-25,2778,2024-07-25 23:15:00,2024-07-26 00:34:00,B-2411,A320,A320,0x132B,71.0队,F,CSX,ZGHA,WUX,ZSWX,"例行天气报告：无锡(ZSWX, WUX)机场；北京时间2024-07-26 02:00；100度的风6米/秒，风向在70度至130度间变化；能见度高于10公里；多云，云底高2600英尺(780米)；气温为30℃，露点温度为25℃；修正海压为997百帕；天气没有明显变化。",21,2024,0.0,120.429000854,31.4944000244,Sunan Shuofang International Airport,113.220001,28.189199,巡航机长,低风险
363112,2024-07-25,2701,2024-07-26 08:07:00,2024-07-26 09:18:00,B-6803,A320,A320,0x132C,51.0队,F,WUX,ZSWX,TAO,ZSQD,"例行天气报告：青岛(ZSQD, TAO)机场；北京时间2024-07-26 10:00；170度的风5米/秒；能见度高于10公里；多云，云底高1100英尺(330米)；气温为28℃，露点温度为27℃；修正海压为1004百帕；到26日03时30分UTC结束，天气逐渐转变到少云，云底高1300英尺(390米)。",17,2024,9.0,120.088171,36.361953,Qingdao Jiaodong International Airport,120.429000854,31.4944000244,第一副驾驶,低风险
363113,2024-07-25,2701,2024-07-26 10:50:00,2024-07-26 12:37:00,B-6803,A320,A320,0x132C,51.0队,F,TAO,ZSQD,HRB,ZYHB,"例行天气报告：哈尔滨(ZYHB, HRB)机场；北京时间2024-07-26 14:00；80度的风3米/秒；能见度6000米；小雨；微量的云，云底高600英尺(180米)、少云，云底高800英尺(240米)、满天云，云底高2000英尺(600米)；气温为22℃，露点温度为21℃；修正海压为1007百帕；天气没有明显变化。",5,2024,12.0,126.25,45.623402,Harbin Taiping International Airport,120.088171,36.361953,第一副驾驶,低风险
363514,2024-07-25,6281,2024-07-25 08:17:00,2024-07-25 10:17:00,B-1608,A320,A320,0x1330,182.0队,L,TFU,ZUTF,PKX,ZBAD,"例行天气报告：北京大兴(ZBAD, PKX)机场；北京时间2024-07-25 11:00；130度的风2米/秒；能见度3600米；小阵雨、轻雾；少云，云底高500英尺(150米)；气温为26℃，露点温度为24℃；修正海压为1000百帕；天气没有明显变化。",35L,2024,10.0,116.41092,39.509945,Beijing Daxing International Airport,104.441284,30.31252,第一副驾驶,低风险
365222,2024-07-24,2081,2024-07-24 19:41:00,2024-07-24 23:52:00,B-32DZ,A320-NEO,A320,0x1333,121.0队,C,XIY,ZLXY,HKT,VTSP,"例行天气报告：普吉岛(VTSP, HKT)机场；北京时间2024-07-25 00:30；280度的风9节(5米/秒)；能见度高于10公里；微量的云，云底高2000英尺(600米)；气温为29℃，露点温度为26℃；修正海压为1008百帕；天气没有明显变化。",27,2024,23.0,98.316902,8.1132,Phuket International Airport,108.751999,34.447102,机长,中风险
365223,2024-07-24,2082,2024-07-25 01:14:00,2024-07-25 05:24:00,B-32DZ,A320-NEO,A320,0x1333,121.0队,C,HKT,VTSP,XIY,ZLXY,"例行天气报告：西安(ZLXY, XIY)机场；北京时间2024-07-25 06:00；210度的风2米/秒；天空状况良好；气温为23℃，露点温度为22℃；修正海压为1002百帕；天气没有明显变化。",23R,2024,5.0,108.751999,34.447102,Xi'an Xianyang International Airport,98.316902,8.1132,机长,低风险
366685,2024-07-23,6480,2024-07-23 13:42:00,2024-07-23 16:15:00,B-8570,A321,A320,0x1338,3.0队,E,KMG,ZPPP,HGH,ZSHC,"例行天气报告：杭州(ZSHC, HGH)机场；北京时间2024-07-23 17:00；70度的风4米/秒；天空状况良好；气温为38℃，露点温度为25℃；修正海压为999百帕；天气没有明显变化。",6,2024,16.0,120.428865,30.23609,Hangzhou Xiaoshan International Airport,102.936743,25.110313,第一副驾驶,低风险
368048,2024-07-23,5365,2024-07-23 16:59:00,2024-07-23 18:05:00,B-329L,A320-NEO,A320,0x133A,94.0队,A,HFE,ZSOF,TAO,ZSQD,,,2024,18.0,120.088171,36.361953,Qingdao Jiaodong International Airport,116.9769,31.98779,机长,高风险
368049,2024-07-24,5243,2024-07-24 11:40:00,2024-07-24 12:58:00,B-8978,A321,A320,0x133A,94.0队,A,TAO,ZSQD,NGB,ZSNB,"例行天气报告：宁波(ZSNB, NGB)机场；北京时间2024-07-24 14:00；110度的风7米/秒，风向在80度至140度间变化；能见度高于10公里；多云，云底高3000英尺(900米)；气温为35℃，露点温度为25℃；修正海压为999百帕；天气没有明显变化。",13,2024,12.0,121.46199798584000,29.82670021057130,Ningbo Lishe International Airport,120.088171,36.361953,机长,低风险
368050,2024-07-24,5243,2024-07-24 14:16:00,2024-07-24 15:55:00,B-8978,A321,A320,0x133A,94.0队,A,NGB,ZSNB,SZX,ZGSZ,"例行天气报告：深圳(ZGSZ, SZX)机场；北京时间2024-07-24 16:30；200度的风4米/秒；天空状况良好；气温为32℃，露点温度为28℃；修正海压为994百帕；天气没有明显变化。",33,2024,15.0,113.810997,22.639299,Shenzhen Bao'an International Airport,121.46199798584000,29.82670021057130,机长,低风险
368051,2024-07-24,5244,2024-07-24 18:05:00,2024-07-24 19:52:00,B-8978,A321,A320,0x133A,94.0队,A,SZX,ZGSZ,NGB,ZSNB,"例行天气报告：宁波(ZSNB, NGB)机场；北京时间2024-07-24 21:00；120度的风7米/秒；能见度高于10公里；多云，云底高3000英尺(900米)；气温为29℃，露点温度为25℃；修正海压为999百帕；天气没有明显变化。",13,2024,19.0,121.46199798584000,29.82670021057130,Ningbo Lishe International Airport,113.810997,22.639299,机长,低风险
368052,2024-07-24,5244,2024-07-24 21:02:00,2024-07-24 22:41:00,B-8978,A321,A320,0x133A,94.0队,A,NGB,ZSNB,TAO,ZSQD,"例行天气报告：青岛(ZSQD, TAO)机场；北京时间2024-07-25 00:00；150度的风5米/秒；能见度高于10公里；多云，云底高600英尺(180米)；气温为26℃，露点温度为26℃；修正海压为1001百帕；天气没有明显变化。",17,2024,22.0,120.088171,36.361953,Qingdao Jiaodong International Airport,121.46199798584000,29.82670021057130,机长,低风险
371630,2024-07-23,2287,2024-07-24 07:50:00,2024-07-24 08:47:00,B-6461,A319,A320,0x1341,121.0队,C,XIY,ZLXY,UYN,ZLYL,"机场天气预报：榆林(ZLYL, UYN)机场；北京时间2024-07-24 09:30；预报有效期从24日03时UTC到24日12时UTC；360度的风4米/秒；能见度3500米；小雨、轻雾；多云，云底高2000英尺(600米)；24日08时UTC最高气温24℃，24日12时UTC最低气温22℃；从24日03时UTC到24日07时UTC，天气短时波动到能见度2000米，中等强度的阵雨，少云，云底高700英尺(210米)、多云，云底高2000英尺(600米)、微量的积雨云，云底高3000英尺(900米)。",34,2024,8.0,109.590927,38.35971,Yulin Yuyang Airport,108.751999,34.447102,机长,低风险
371631,2024-07-24,2288,2024-07-24 09:52:00,2024-07-24 10:54:00,B-6461,A319,A320,0x1341,121.0队,C,UYN,ZLYL,XIY,ZLXY,"例行天气报告：西安(ZLXY, XIY)机场；北京时间2024-07-24 12:00；220度的风5米/秒；能见度8000米；少云，云底高2600英尺(780米)、满天云，云底高7000英尺(2100米)；气温为27℃，露点温度为24℃；修正海压为1001百帕；天气没有明显变化。",23R,2024,10.0,108.751999,34.447102,Xi'an Xianyang International Airport,109.590927,38.35971,机长,低风险
371632,2024-07-24,2201,2024-07-24 15:29:00,2024-07-24 17:19:00,B-6429,A319,A320,0x1341,121.0队,C,XIY,ZLXY,TAO,ZSQD,"例行天气报告：青岛(ZSQD, TAO)机场；北京时间2024-07-24 18:00；160度的风7米/秒；能见度高于10公里；少云，云底高600英尺(180米)；气温为27℃，露点温度为27℃；修正海压为999百帕；到24日10时30分UTC结束，天气逐渐转变到多云，云底高600英尺(180米)。",17,2024,17.0,120.088171,36.361953,Qingdao Jiaodong International Airport,108.751999,34.447102,机长,低风险
371633,2024-07-24,2202,2024-07-24 18:47:00,2024-07-24 20:32:00,B-6429,A319,A320,0x1341,121.0队,C,TAO,ZSQD,XIY,ZLXY,"例行天气报告：西安(ZLXY, XIY)机场；北京时间2024-07-24 22:00；240度的风3米/秒；能见度高于10公里；微量的云，云底高5000英尺(1500米)；气温为24℃，露点温度为22℃；修正海压为1003百帕；天气没有明显变化。",23L,2024,20.0,108.751999,34.447102,Xi'an Xianyang International Airport,120.088171,36.361953,机长,低风险
373011,2024-07-24,5021,2024-07-25 10:50:00,2024-07-25 11:54:00,B-6695,A320,A320,0x1342,120.0队,C,TAO,ZSQD,ICN,RKSI,"例行天气报告：首尔(RKSI, ICN)机场；北京时间2024-07-25 12:30；200度的风7节(4米/秒)，风向在150度至220度间变化；能见度高于10公里；少云，云底高2500英尺(750米)、多云，云底高20000英尺(6000米)；气温为31℃，露点温度为25℃；修正海压为1006百帕；天气没有明显变化。",16R,2024,11.0,126.450996,37.469101,Incheon International Airport,120.088171,36.361953,机长,低风险
373012,2024-07-25,5022,2024-07-25 13:32:00,2024-07-25 14:49:00,B-6695,A320,A320,0x1342,120.0队,C,ICN,RKSI,TAO,ZSQD,"例行天气报告：青岛(ZSQD, TAO)机场；北京时间2024-07-25 16:00；160度的风7米/秒；能见度高于10公里；少云，云底高1200英尺(360米)、多云，云底高2100英尺(630米)；气温为29℃，露点温度为28℃；修正海压为1000百帕；天气没有明显变化。",17,2024,14.0,120.088171,36.361953,Qingdao Jiaodong International Airport,126.450996,37.469101,机长,低风险
375272,2024-07-23,5031,2024-07-23 18:11:00,2024-07-23 23:50:00,B-32CX,A320-NEO,A320,0x1345,20.0队,J,PKX,ZBAD,SIN,WSSS,"例行天气报告：新加坡(WSSS, SIN)机场；北京时间2024-07-24 00:30；140度的风9节(5米/秒)；能见度高于10公里；微量的云，云底高1800英尺(540米)、多云，云底高17000英尺(5100米)；气温为29℃，露点温度为25℃；修正海压为1010百帕；天气没有明显变化。",20R,2024,23.0,103.994003,1.35019,Singapore Changi Airport,116.41092,39.509945,机长,低风险
375273,2024-07-24,5032,2024-07-25 08:09:00,2024-07-25 14:04:00,B-32A9,A320-NEO,A320,0x1345,20.0队,J,SIN,WSSS,PKX,ZBAD,"例行天气报告：北京大兴(ZBAD, PKX)机场；北京时间2024-07-25 15:00；110度的风2米/秒；能见度高于10公里；微量的云，云底高1000英尺(300米)；气温为26℃，露点温度为24℃；修正海压为999百帕；天气没有明显变化。",35L,2024,14.0,116.41092,39.509945,Beijing Daxing International Airport,103.994003,1.35019,机长,低风险
375775,2024-07-23,5036,2024-07-23 21:03:00,2024-07-23 23:51:00,B-8281,A320,A320,0x1346,179.0队,L,BKK,VTBS,TFU,ZUTF,"例行天气报告：天府(ZUTF, TFU)机场；北京时间2024-07-24 00:30；10度的风4米/秒；天空状况良好；气温为28℃，露点温度为26℃；修正海压为996百帕；天气没有明显变化。",2,2024,23.0,104.441284,30.31252,Chengdu Tianfu International Airport,100.74700164794900,13.681099891662600,第一副驾驶,低风险
377733,2024-07-23,9421,2024-07-23 09:13:00,2024-07-23 11:24:00,B-8976,A321,A320,0x134B,62.0队,I,SHA,ZSSS,CKG,ZUCK,"例行天气报告：重庆(ZUCK, CKG)机场；北京时间2024-07-23 12:00；170度的风4米/秒，风向在140度至220度间变化；天空状况良好；气温为36℃，露点温度为21℃；修正海压为998百帕；天气没有明显变化。",21,2024,11.0,106.651895,29.712254,Chongqing Jiangbei International Airport,121.33426,31.198104,机长,低风险
377734,2024-07-23,9422,2024-07-23 13:40:00,2024-07-23 15:46:00,B-8976,A321,A320,0x134B,62.0队,I,CKG,ZUCK,SHA,ZSSS,"例行天气报告：虹桥(ZSSS, SHA)机场；北京时间2024-07-23 16:30；170度的风6米/秒；天空状况良好；气温为36℃，露点温度为24℃；修正海压为1001百帕；天气没有明显变化。",18L,2024,15.0,121.33426,31.198104,Shanghai Hongqiao International Airport,106.651895,29.712254,机长,低风险
377735,2024-07-23,5431,2024-07-23 20:23:00,2024-07-23 22:31:00,B-8650,A321,A320,0x134B,62.0队,I,SHA,ZSSS,CKG,ZUCK,"机场天气预报：重庆(ZUCK, CKG)机场；北京时间2024-07-23 23:01；预报有效期从23日18时UTC到24日18时UTC；120度的风3米/秒；能见度6000米；微量的云，云底高4000英尺(1200米)；24日07时UTC最高气温39℃，23日21时UTC最低气温28℃。",21,2024,22.0,106.651895,29.712254,Chongqing Jiangbei International Airport,121.33426,31.198104,机长,低风险
377736,2024-07-24,5424,2024-07-25 07:38:00,2024-07-25 09:36:00,B-8649,A321,A320,0x134B,62.0队,I,CKG,ZUCK,SHA,ZSSS,"例行天气报告：虹桥(ZSSS, SHA)机场；北京时间2024-07-25 10:30；120度的风7米/秒，阵风12米/秒，风向在90度至160度间变化；能见度高于10公里；多云，云底高2600英尺(780米)；气温为32℃，露点温度为25℃；修正海压为999百帕；天气没有明显变化。",18L,2024,9.0,121.33426,31.198104,Shanghai Hongqiao International Airport,106.651895,29.712254,机长,低风险
377737,2024-07-25,6337,2024-07-25 16:13:00,2024-07-25 18:45:00,B-2419,A321,A320,0x134B,62.0队,I,SHA,ZSSS,HRB,ZYHB,"例行天气报告：哈尔滨(ZYHB, HRB)机场；北京时间2024-07-25 20:00；80度的风4米/秒；能见度高于10公里；少云，云底高4600英尺(1380米)；气温为27℃，露点温度为21℃；修正海压为1004百帕；天气没有明显变化。",5,2024,18.0,126.25,45.623402,Harbin Taiping International Airport,121.33426,31.198104,机长,中风险
377738,2024-07-25,6338,2024-07-25 20:15:00,2024-07-25 23:01:00,B-2419,A321,A320,0x134B,62.0队,I,HRB,ZYHB,SHA,ZSSS,"例行天气报告：虹桥(ZSSS, SHA)机场；北京时间2024-07-26 00:00；120度的风6米/秒，阵风11米/秒；能见度高于10公里；多云，云底高2000英尺(600米)；气温为30℃，露点温度为26℃；修正海压为999百帕；天气没有明显变化。",18L,2024,23.0,121.33426,31.198104,Shanghai Hongqiao International Airport,126.25,45.623402,机长,低风险
380764,2024-07-23,505,2024-07-23 16:57:00,2024-07-23 18:54:00,B-325S,A320-NEO,A320,0x135,32.0队,F,PVG,ZSPD,HKG,VHHH,"例行天气报告：香港(VHHH, HKG)机场；北京时间2024-07-23 19:30；200度的风11节(6米/秒)；能见度高于10公里；微量的云，云底高2000英尺(600米)；气温为31℃，露点温度为25℃；修正海压为999百帕；天气没有明显变化。",25R,2024,18.0,113.915001,22.308901,Hong Kong International Airport,121.805,31.1434,机长,低风险
380765,2024-07-24,2882,2024-07-24 22:32:00,2024-07-24 23:19:00,B-2410,A320,A320,0x135,32.0队,F,PVG,ZSPD,NKG,ZSNJ,"例行天气报告：南京(ZSNJ, NKG)机场；北京时间2024-07-25 00:00；110度的风7米/秒；天空状况良好；气温为31℃，露点温度为27℃；修正海压为998百帕；天气没有明显变化。",7,2024,23.0,118.865949,31.735032,Nanjing Lukou International Airport,121.805,31.1434,机长,低风险
384091,2024-07-24,6361,2024-07-25 07:28:00,2024-07-25 10:37:00,B-6011,A320,A320,0x1353,68.0队,A,YNT,ZSYT,KMG,ZPPP,"例行天气报告：昆明(ZPPP, KMG)机场；北京时间2024-07-25 12:00；360度的风3米/秒，风向在330度至60度间变化；能见度高于10公里；微量的浓积云，云底高2600英尺(780米)、少云，云底高2600英尺(780米)、多云，云底高3600英尺(1080米)；气温为24℃，露点温度为16℃；修正海压为1013百帕；天气没有明显变化。",3,2024,10.0,102.936743,25.110313,Kunming Changshui International Airport,120.978124,37.659724,机长,低风险
384092,2024-07-25,6362,2024-07-25 12:20:00,2024-07-25 15:57:00,B-6011,A320,A320,0x1353,68.0队,A,KMG,ZPPP,YNT,ZSYT,"例行天气报告：烟台(ZSYT, YNT)机场；北京时间2024-07-25 17:00；200度的风5米/秒；能见度高于10公里；微量的云，云底高2600英尺(780米)；气温为30℃，露点温度为25℃；修正海压为1001百帕；天气没有明显变化。",23,2024,15.0,120.978124,37.659724,Yantai Penglai International Airport,102.936743,25.110313,机长,低风险
385490,2024-07-23,2444,2024-07-23 19:19:00,2024-07-23 21:17:00,B-6346,A320,A320,0x1354,123.0队,C,PKX,ZBAD,XNN,ZLXN,"例行天气报告：西宁(ZLXN, XNN)机场；北京时间2024-07-23 22:00；10度的风2米/秒；能见度9000米；少云，云底高5000英尺(1500米)、多云，云底高10000英尺(3000米)；气温为17℃，露点温度为15℃；修正海压为1017百帕；天气没有明显变化。",29,2024,21.0,102.040062,36.530093,Xining Caojiabao International Airport,116.41092,39.509945,机长,低风险
386476,2024-07-23,5631,2024-07-23 16:41:00,2024-07-23 17:53:00,B-6755,A321,A320,0x1355,42.0队,I,PVG,ZSPD,FOC,ZSFZ,"例行天气报告：福州(ZSFZ, FOC)机场；北京时间2024-07-23 19:00；50度的风8米/秒；能见度高于10公里；微量的云，云底高1100英尺(330米)、微量的积雨云，云底高2600英尺(780米)、少云，云底高5000英尺(1500米)；气温为30℃，露点温度为26℃；修正海压为1000百帕；天气没有明显变化。",3,2024,17.0,119.66318,25.934669,Fuzhou Changle International Airport,121.805,31.1434,机长,低风险
386477,2024-07-23,5661,2024-07-23 19:40:00,2024-07-23 20:48:00,B-6755,A321,A320,0x1355,42.0队,I,FOC,ZSFZ,PVG,ZSPD,"例行天气报告：浦东(ZSPD, PVG)机场；北京时间2024-07-23 21:30；150度的风4米/秒；天空状况良好；气温为29℃，露点温度为26℃；修正海压为1002百帕；天气没有明显变化。",16L,2024,20.0,121.805,31.1434,Shanghai Pudong International Airport,119.66318,25.934669,机长,低风险
389404,2024-07-25,2789,2024-07-26 09:38:00,2024-07-26 11:06:00,B-8018,A320,A320,0x135D,51.0队,F,WUX,ZSWX,XMN,ZSAM,"例行天气报告：厦门(ZSAM, XMN)机场；北京时间2024-07-26 12:00；190度的风5米/秒；能见度9000米；小雨；微量的云，云底高1000英尺(300米)、多云，云底高2000英尺(600米)、满天云，云底高3300英尺(990米)；气温为27℃，露点温度为27℃；修正海压为990百帕；到26日05时UTC结束，天气逐渐转变到中等强度的阵雨。",23,2024,11.0,118.12799835205100,24.54400062561040,Xiamen Gaoqi International Airport,120.429000854,31.4944000244,教员,低风险
390527,2024-07-25,5603,2024-07-25 11:39:00,2024-07-25 13:31:00,B-30FD,A320-NEO,A320,0x135E,67.0队,P,PVG,ZSPD,SHE,ZYTX,"例行天气报告：沈阳(ZYTX, SHE)机场；北京时间2024-07-25 14:30；风向不定的风1米/秒；能见度5000米；小阵雨；少云，云底高600英尺(180米)、微量的积雨云，云底高2600英尺(780米)、多云，云底高2600英尺(780米)；气温为25℃，露点温度为25℃；修正海压为1002百帕；天气没有明显变化。",24,2024,13.0,123.483002,41.639801,Shenyang Taoxian International Airport,121.805,31.1434,机长,低风险
397645,2024-07-23,2145,2024-07-24 07:26:00,2024-07-24 08:34:00,B-6616,A320,A320,0x136E,122.0队,C,XIY,ZLXY,XNN,ZLXN,"例行天气报告：西宁(ZLXN, XNN)机场；北京时间2024-07-24 10:00；140度的风4米/秒；能见度高于10公里；少云，云底高4000英尺(1200米)、多云，云底高10000英尺(3000米)；气温为18℃，露点温度为14℃；修正海压为1017百帕；天气没有明显变化。",11,2024,8.0,102.040062,36.530093,Xining Caojiabao International Airport,108.751999,34.447102,教员,低风险
398341,2024-07-23,6429,2024-07-24 11:18:00,2024-07-24 13:00:00,B-8391,A320,A320,0x1371,39.0队,P,KHN,ZSCN,NNG,ZGNN,"例行天气报告：南宁(ZGNN, NNG)机场；北京时间2024-07-24 14:00；110度的风4米/秒，风向在70度至150度间变化；能见度高于10公里；微量的浓积云，云底高2300英尺(690米)、少云，云底高2300英尺(690米)；气温为32℃，露点温度为26℃；修正海压为996百帕；到24日06时50分UTC结束，天气逐渐转变到微量的积雨云，云底高2600英尺(780米)、多云，云底高3000英尺(900米)。",5,2024,13.0,108.175335,22.608544,Nanning Wuxu Airport,115.90271,28.864815,机长,低风险
398342,2024-07-24,6430,2024-07-24 14:14:00,2024-07-24 15:49:00,B-8391,A320,A320,0x1371,39.0队,P,NNG,ZGNN,KHN,ZSCN,"例行天气报告：南昌(ZSCN, KHN)机场；北京时间2024-07-24 17:00；30度的风3米/秒，风向在350度至60度间变化；天空状况良好；气温为38℃，露点温度为24℃；修正海压为994百帕；天气没有明显变化。",3,2024,15.0,115.90271,28.864815,Nanchang Changbei International Airport,108.175335,22.608544,机长,低风险
399379,2024-07-25,2421,2024-07-25 09:00:00,2024-07-25 10:44:00,B-329N,A320-NEO,A320,0x1376,24.0队,D,LHW,ZLLL,KWE,ZUGY,"例行天气报告：贵阳(ZUGY, KWE)机场；北京时间2024-07-25 12:00；90度的风3米/秒，风向在20度至190度间变化；能见度高于10公里；少云，云底高4000英尺(1200米)；气温为34℃，露点温度为17℃；修正海压为1005百帕；天气没有明显变化。",01R,2024,10.0,106.803331,26.541466,Guiyang Longdongbao International Airport,103.620003,36.515202,机长,低风险
399380,2024-07-25,2422,2024-07-25 12:18:00,2024-07-25 13:56:00,B-329N,A320-NEO,A320,0x1376,24.0队,D,KWE,ZUGY,LHW,ZLLL,"例行天气报告：兰州(ZLLL, LHW)机场；北京时间2024-07-25 15:00；80度的风2米/秒，风向在20度至140度间变化；能见度高于10公里；微量的云，云底高2300英尺(690米)；气温为29℃，露点温度为12℃；修正海压为1012百帕；天气没有明显变化。",18,2024,13.0,103.620003,36.515202,Lanzhou Zhongchuan International Airport,106.803331,26.541466,机长,低风险
399381,2024-07-25,6580,2024-07-25 21:53:00,2024-07-26 00:45:00,B-6672,A320,A320,0x1376,24.0队,D,LHW,ZLLL,HRB,ZYHB,"例行天气报告：哈尔滨(ZYHB, HRB)机场；北京时间2024-07-26 02:00；110度的风3米/秒；能见度高于10公里；小雨；少云，云底高2000英尺(600米)；气温为24℃，露点温度为21℃；修正海压为1005百帕；天气没有明显变化。",5,2024,0.0,126.25,45.623402,Harbin Taiping International Airport,103.620003,36.515202,机长,中风险
402751,2024-07-24,2393,2024-07-24 14:46:00,2024-07-24 16:52:00,B-6758,A320,A320,0x137C,125.0队,E,NGB,ZSNB,XIY,ZLXY,,23L,2024,16.0,108.751999,34.447102,Xi'an Xianyang International Airport,121.46199798584000,29.82670021057130,机长,高风险
402752,2024-07-24,2394,2024-07-24 18:30:00,2024-07-24 20:46:00,B-6758,A320,A320,0x137C,125.0队,E,XIY,ZLXY,NGB,ZSNB,"例行天气报告：宁波(ZSNB, NGB)机场；北京时间2024-07-24 22:00；120度的风4米/秒，风向在90度至150度间变化；能见度高于10公里；多云，云底高3000英尺(900米)；气温为30℃，露点温度为25℃；修正海压为999百帕；天气没有明显变化。",13,2024,20.0,121.46199798584000,29.82670021057130,Ningbo Lishe International Airport,108.751999,34.447102,机长,低风险
406929,2024-07-23,2045,2024-07-23 17:37:00,2024-07-23 19:43:00,B-327F,A320-NEO,A320,0x1386,68.0队,A,YNT,ZSYT,CSX,ZGHA,"例行天气报告：长沙(ZGHA, CSX)机场；北京时间2024-07-23 21:00；170度的风2米/秒；天空状况良好；气温为36℃，露点温度为24℃；修正海压为998百帕；天气没有明显变化。",18L,2024,19.0,113.220001,28.189199,Changsha Huanghua International Airport,120.978124,37.659724,第一副驾驶,低风险
406930,2024-07-23,2045,2024-07-23 22:03:00,2024-07-24 02:07:00,B-327F,A320-NEO,A320,0x1386,68.0队,A,CSX,ZGHA,SIN,WSSS,"例行天气报告：新加坡(WSSS, SIN)机场；北京时间2024-07-24 03:00；150度的风6节(4米/秒)，风向在130度至200度间变化；能见度高于10公里；微量的云，云底高1800英尺(540米)、多云，云底高30000英尺(9000米)；气温为29℃，露点温度为25℃；修正海压为1009百帕；天气没有明显变化。",20R,2024,2.0,103.994003,1.35019,Singapore Changi Airport,113.220001,28.189199,第一副驾驶,低风险
406931,2024-07-25,2046,2024-07-26 03:51:00,2024-07-26 08:42:00,B-30DT,A320-NEO,A320,0x1386,68.0队,A,SIN,WSSS,CSX,ZGHA,"例行天气报告：长沙(ZGHA, CSX)机场；北京时间2024-07-26 10:00；350度的风8米/秒；能见度高于10公里；少云，云底高4000英尺(1200米)；气温为34℃，露点温度为26℃；修正海压为993百帕；天气没有明显变化。",36R,2024,8.0,113.220001,28.189199,Changsha Huanghua International Airport,103.994003,1.35019,第一副驾驶,低风险
406932,2024-07-25,2046,2024-07-26 10:45:00,2024-07-26 13:17:00,B-30DT,A320-NEO,A320,0x1386,68.0队,A,CSX,ZGHA,YNT,ZSYT,"例行天气报告：烟台(ZSYT, YNT)机场；北京时间2024-07-26 14:00；220度的风2米/秒，风向在170度至240度间变化；能见度高于10公里；中等强度的雨；少云，云底高1600英尺(480米)、多云，云底高4000英尺(1200米)；气温为26℃，露点温度为25℃；修正海压为1005百帕；天气没有明显变化。",23,2024,13.0,120.978124,37.659724,Yantai Penglai International Airport,113.220001,28.189199,第一副驾驶,低风险
410215,2024-07-24,2847,2024-07-24 14:04:00,2024-07-24 15:18:00,B-6759,A320,A320,0x138A,74.0队,F,NKG,ZSNJ,CSX,ZGHA,"例行天气报告：长沙(ZGHA, CSX)机场；北京时间2024-07-24 16:00；80度的风2米/秒，风向在40度至110度间变化；天空状况良好；气温为40℃，露点温度为23℃；修正海压为994百帕；天气没有明显变化。",36R,2024,15.0,113.220001,28.189199,Changsha Huanghua International Airport,118.865949,31.735032,机长,低风险
410216,2024-07-24,2848,2024-07-24 16:34:00,2024-07-24 17:42:00,B-6759,A320,A320,0x138A,74.0队,F,CSX,ZGHA,NKG,ZSNJ,"例行天气报告：南京(ZSNJ, NKG)机场；北京时间2024-07-24 19:00；110度的风8米/秒；天空状况良好；气温为34℃，露点温度为26℃；修正海压为997百帕；天气没有明显变化。",7,2024,17.0,118.865949,31.735032,Nanjing Lukou International Airport,113.220001,28.189199,机长,低风险
